customer_id,full_name,email,phone,signup_date,customer_segment,anonymized_key
21,Maya Manop,maya.manop21@example.com,0889978790,2025-04-01,Retail,d975b454d88fe01cfefd6cfc1b857eec
22,Anan Sukhum,anan.sukhum22@example.com,0825374874,2022-12-28,Retail,f93a40bd4cc45dfe4d83abcc05832d62
23,Pim Manop,pim.manop23@example.com,0831227574,2025-02-01,VIP,0aeee46c8ae7157b54ecab1c2ca86e95
24,Pim Rung,pim.rung24@example.com,0833978249,2025-09-10,SME,6acf93110f602c5cde71a54d0d6a9529
25,Pim Rung,pim.rung25@example.com,0891734598,2022-03-25,Retail,6f282af4cd87f4b9a8ebee650b4f8e87
26,Niran Rung,niran.rung26@example.com,0881182864,2020-01-03,Retail,f2f0060a26453afdcf853c0c249ce572
27,Aran Chaiyaporn,aran.chaiyaporn27@example.com,0858718453,2023-06-13,Retail,0078c3014bb3d460ca2aae32587d2bc6
28,Boon Chaiyaporn,boon.chaiyaporn28@example.com,0821496211,2025-06-13,VIP,85b4c423cca9123275e379def0459da0
29,Anan Wattanakul,anan.wattanakul29@example.com,0827232410,2025-04-30,Retail,c8ced1cd91efee0c2e0edcb9a0c45a65
30,Anan Noppawan,anan.noppawan30@example.com,0866792612,2022-05-17,SME,0f86ca691807f68a4f7d8316775bcd42
31,Suriya Kittipong,suriya.kittipong31@example.com,0863551839,2024-03-09,SME,4f82712517ed2c4d7b03d52e3e5f7c7a
32,Somchai Chaiyaporn,somchai.chaiyaporn32@example.com,0843273328,2022-07-09,Retail,b2e85326eb5f279e713c9b4201744411
33,Boon Rung,boon.rung33@example.com,0840885476,2022-06-21,Retail,9454d5af202b49886586c18a8c20c1a2
34,Aran Phanich,aran.phanich34@example.com,0819046318,2020-05-08,Retail,42fac2217372b5f0c482b293849e9bd7
35,Suriya Kittipong,suriya.kittipong35@example.com,0899788677,2025-06-11,Retail,3d844609c6a9a6fa34a4d67d7e56f8e7
36,Boon Noppawan,boon.noppawan36@example.com,0873440831,2022-09-22,SME,f50e2d335be8131ba816a8a09da6898e
37,Suriya Chaiyaporn,suriya.chaiyaporn37@example.com,0823009833,2024-10-31,Retail,ffdf2bf075558e59564a5db99071939a
38,Somchai Sukhum,somchai.sukhum38@example.com,0897705310,2021-02-07,Retail,92e9443eb30060fdb5510652a8040db5
39,Nicha Chaiyaporn,nicha.chaiyaporn39@example.com,0843374088,2022-02-23,Retail,f82d15a67ca44d7323bac180a1d38fd0
40,Niran Manop,niran.manop40@example.com,0834627347,2023-02-14,Retail,9740494b421f72c77cf135e6aae8e564
41,Krit Phan,krit.phan41@example.com,0883863413,2021-02-05,Retail,65b59bb2898adea05e0ccd925ae2753d
42,Anan Sukhum,anan.sukhum42@example.com,0822517517,2022-08-26,Retail,489d0b1f70e528697f5d21854430e34f
43,Somchai Phanich,somchai.phanich43@example.com,0863826716,2020-08-28,Retail,526d767ab0d15c247ab8e60cb3181b84
44,Maya Kittipong,maya.kittipong44@example.com,0871070189,2023-03-14,Retail,a647edb330d61696f5fce29cc36a8748
45,Anan Phan,anan.phan45@example.com,0830776478,2022-02-16,Retail,7cd5b8c77337b4674911fb576a42af06
46,Aran Noppawan,aran.noppawan46@example.com,0882772208,2020-09-06,Retail,d7ee0d7079ce8fb0b9916cb309ec636d
47,Boon Phan,boon.phan47@example.com,0877491435,2021-10-06,VIP,f19c9035b0f67971c0cd885af60788af
48,Krit Wattanakul,krit.wattanakul48@example.com,0819196777,2020-10-05,Retail,f7f69479e490fec04703fbeed06a1056
49,Boon Phanich,boon.phanich49@example.com,0887701200,2020-06-11,Retail,e6324d51851a65e9a485ea551b2e49c9
50,Boon Noppawan,boon.noppawan50@example.com,0880166708,2023-07-19,Retail,7b088525df15fff30b52f627e836074c
51,Nicha Phanich,nicha.phanich51@example.com,0845650176,2024-06-09,Retail,620f158c9f4194cce2749aee283559e4
52,Pim Phan,pim.phan52@example.com,0852436584,2020-10-24,Retail,48c8f6d10640eca3d733dad2d6201aa9
53,Boon Chaiyaporn,boon.chaiyaporn53@example.com,0819832887,2022-05-23,Retail,d5e66ef5ba0d01c357b18e94d1c2bd69
54,Nicha Chaiyaporn,nicha.chaiyaporn54@example.com,0842787299,2024-02-22,Retail,ecea58e696d71dc9b1cf6e112d0ebd76
55,Anan Kittipong,anan.kittipong55@example.com,0892097999,2020-02-02,Retail,428f275e850a284b74000f65402c678d
56,Krit Wattanakul,krit.wattanakul56@example.com,0845496015,2021-04-17,Retail,200929f631d30fd65532e09c7370f0cf
57,Niran Kittipong,niran.kittipong57@example.com,0847816686,2022-05-12,Retail,e4c9b2286e9a6031f177ec343c218585
58,Pim Rung,pim.rung58@example.com,0875569635,2022-10-25,Retail,aae5a9fe4435a26948c9e30af759535f
59,Maya Kittipong,maya.kittipong59@example.com,0815917225,2020-01-15,SME,390a9a4a8bb267aa06c14b1563bdb556
60,Pim Wattanakul,pim.wattanakul60@example.com,0869302158,2024-10-17,Retail,36c29003ce79b6eaeaa7b613fa01b852
61,Krit Wattanakul,krit.wattanakul61@example.com,0883227889,2020-05-27,Retail,2dc29c928bd5b0785e2049f57a496c12
62,Niran Manop,niran.manop62@example.com,0827105448,2020-06-20,Retail,8b2e57564768d1e5d35ea46e0d82a07f
63,Aran Srisai,aran.srisai63@example.com,0838195995,2022-10-19,Retail,a81c91a100c825e71bb99e1a6fb03d16
64,Anan Manop,anan.manop64@example.com,0893303777,2021-09-25,SME,8b51bb49a63b0c77e772a9dbaec8a950
65,Niran Manop,niran.manop65@example.com,0813326769,2022-01-04,SME,0ca48cf9b6e4b7edc574c330e1d0ecb4
66,Maya Phanich,maya.phanich66@example.com,0845810056,2021-10-14,Retail,6dce486cfdac940d4f9b02da476c13f4
67,Aran Phan,aran.phan67@example.com,0839854548,2022-03-28,Retail,8ebb010495064ae15dc895350ad02024
68,Suriya Phanich,suriya.phanich68@example.com,0813176186,2022-03-02,Retail,7317569afa2ccae66915fd2de0be6ca8
69,Krit Kittipong,krit.kittipong69@example.com,0857130035,2025-09-17,Retail,3a1618ace43ef9b8cd88388318f3a4d4
70,Anan Srisai,anan.srisai70@example.com,0813704481,2021-04-17,Retail,5bbd02ec0f7ecba2437f8c232e437f55
71,Pim Sukhum,pim.sukhum71@example.com,0824549543,2024-11-14,Retail,c56a03c66e01d327f045f7164560abde
72,Nicha Manop,nicha.manop72@example.com,0891363974,2025-09-25,Retail,8e1f0f87e5d1da7e7b7dda5e8343a2e0
73,Boon Phanich,boon.phanich73@example.com,0844188276,2020-06-30,Retail,24f6bc1917041c6f2ca9f67d85052a7f
74,Anan Phanich,anan.phanich74@example.com,0858884978,2024-11-01,SME,9664367817ef5e96ec5ccf2bbbb7f240
75,Nicha Noppawan,nicha.noppawan75@example.com,0852133044,2021-05-25,Retail,28b6395e8fbbee8b16fd2e4e1ac27051
76,Maya Srisai,maya.srisai76@example.com,0864009265,2023-04-26,Retail,bbcb6232e5b4370683369bfed4a96846
77,Maya Manop,maya.manop77@example.com,0833357554,2023-05-17,Retail,29aa327019fa6c27de7f29bdbf527ea7
78,Aran Kittipong,aran.kittipong78@example.com,0848508907,2022-05-10,SME,ad55f0afdb96190358f650947c4b5312
79,Boon Srisai,boon.srisai79@example.com,0872409658,2024-12-14,Retail,285f1ca3a66755c4ed5693add8612d2b
80,Anan Phan,anan.phan80@example.com,0832775593,2020-12-13,Retail,9dd9ed4be4cff97f23ac0d9f9fa0a861
81,Boon Srisai,boon.srisai81@example.com,0822534217,2022-08-20,Retail,e4ad152cf8525e4640774b347c7faf55
82,Suriya Wattanakul,suriya.wattanakul82@example.com,0813278320,2020-07-08,VIP,a3fcf0501a47ecebff56eba3dc4ffd73
83,Boon Chaiyaporn,boon.chaiyaporn83@example.com,0871124923,2024-08-24,Retail,c505d7db342b2c5971a0dd72618755a7
84,Maya Phan,maya.phan84@example.com,0863640499,2022-09-26,Retail,1ee9754b470343ab7cc51107ad461d1f
85,Aran Chaiyaporn,aran.chaiyaporn85@example.com,0867062156,2022-06-15,SME,7f65b2e8bdb39d81d906a6c7a5567dba
86,Anan Phan,anan.phan86@example.com,0816740197,2022-10-17,Retail,73bcdeddd7ec97783fdf8639bea950ff
87,Somchai Rung,somchai.rung87@example.com,0885017682,2023-07-23,Retail,714838465af6210f15b9e062f8646c30
88,Anan Manop,anan.manop88@example.com,0883534128,2024-12-31,Retail,b95cb16eaa169511092b9961a4ced09e
89,Somchai Phan,somchai.phan89@example.com,0844788100,2022-10-09,Retail,4256e8539b9aede51eec723760419a6a
90,Anan Phan,anan.phan90@example.com,0894120751,2022-09-06,Retail,dbacaba22c8966f27846a3662ed6147b
91,Pim Phanich,pim.phanich91@example.com,0846468984,2023-10-07,SME,d49e738d2ab5ea26e6091be4af72f44d
92,Krit Wattanakul,krit.wattanakul92@example.com,0830244148,2022-08-05,Retail,294ec714e4e6be9efa21432e0d5ce60f
93,Suriya Chaiyaporn,suriya.chaiyaporn93@example.com,0865682626,2024-07-27,Retail,01e10d10fed604bc8b8a2d185d60691d
94,Maya Sukhum,maya.sukhum94@example.com,0837760841,2024-09-16,SME,69182f40c8bdaf7f52ce6dbbfb18e6d6
95,Boon Sukhum,boon.sukhum95@example.com,0887267850,2024-04-07,Retail,b2554101d160e722000361a922ebbae1
96,Nicha Kittipong,nicha.kittipong96@example.com,0862343121,2024-09-12,Retail,42dd89d6ffecbc35e5be6d96925981b1
97,Anan Noppawan,anan.noppawan97@example.com,0839600202,2025-06-22,Retail,707766aef9b59f2eaf50b771a9b24adc
98,Somchai Sukhum,somchai.sukhum98@example.com,0862191530,2023-10-08,Retail,fbe118d4eae4a55a4a379b8df9f2678a
99,Somchai Wattanakul,somchai.wattanakul99@example.com,0893517915,2020-04-20,Retail,620f9f9ad7182bf42c015d769f98b885
100,Aran Chaiyaporn,aran.chaiyaporn100@example.com,0896268397,2024-10-21,SME,28f3a4a6d82fb21ee418ea7241f53bea
101,Niran Sukhum,niran.sukhum101@example.com,0844917589,2024-04-01,Retail,c80815bdedf3ea100799a419d1113851
102,Nicha Srisai,nicha.srisai102@example.com,0860885459,2023-02-13,Retail,def8125370b26e3233eacdf604ba630f
103,Krit Phan,krit.phan103@example.com,0812601580,2020-08-01,Retail,8df75dd28aeaeeea84cbca611af8b715
104,Krit Sukhum,krit.sukhum104@example.com,0814164775,2022-10-09,SME,7b50e72cd1152897bc5da415f60b97c4
105,Boon Wattanakul,boon.wattanakul105@example.com,0842016960,2021-06-01,Retail,f0704d729a942612f23e41084a4e54d1
106,Boon Phanich,boon.phanich106@example.com,0872415804,2022-11-15,Retail,a39daa8517e73997194e586c280f00c5
107,Boon Chaiyaporn,boon.chaiyaporn107@example.com,0831980274,2023-06-28,Retail,aa6facc9f72ec23cf366bd51a653bbbe
108,Pim Noppawan,pim.noppawan108@example.com,0860372847,2024-06-12,Retail,025a3c7c7a2b33d382842c0d51e693e8
109,Suriya Chaiyaporn,suriya.chaiyaporn109@example.com,0850477742,2021-05-10,SME,fa07231a10fac077b49e3f6e894f4ebc
110,Nicha Rung,nicha.rung110@example.com,0867495923,2024-02-26,Retail,cda6014569310c6d9b8e45b702863cde
111,Nicha Sukhum,nicha.sukhum111@example.com,0866379329,2025-06-30,Retail,7b7a42a1aaef457dc44ed83c6de6f545
112,Nicha Phan,nicha.phan112@example.com,0830534124,2024-11-18,Retail,e80baa990ef0fe91ed1537ed90baa1b4
113,Pim Noppawan,pim.noppawan113@example.com,0882232344,2025-06-03,Retail,7717b99ec21d1fcea9fa72c2d760957d
114,Boon Kittipong,boon.kittipong114@example.com,0853258988,2022-10-02,Retail,01ec99cbf67fb7c1a0db34bca1a6767e
115,Somchai Phanich,somchai.phanich115@example.com,0872372114,2024-04-01,Retail,e569ddd0056ea94f5ae15b2f635ece2c
116,Nicha Wattanakul,nicha.wattanakul116@example.com,0875437844,2022-05-18,SME,83b08431c63a1708895077066210e7f2
117,Nicha Kittipong,nicha.kittipong117@example.com,0890014570,2023-02-05,Retail,860173a8b4701676047d6bc0d4d439f4
118,Suriya Chaiyaporn,suriya.chaiyaporn118@example.com,0842394260,2024-07-22,Retail,e563852eb21538befcce34799b931d2b
119,Suriya Phan,suriya.phan119@example.com,0896691619,2025-07-03,SME,76a3a38df173b941ea1286ef8c5b0d8b
120,Krit Kittipong,krit.kittipong120@example.com,0839742165,2024-07-14,Retail,d14fb3c406c10a9cc60825e64eb14601
121,Boon Srisai,boon.srisai121@example.com,0873519947,2023-11-09,VIP,806146a58cb3d0a6d11803b0adae54e0
122,Anan Srisai,anan.srisai122@example.com,0857219209,2025-02-01,Retail,02ffd0fdc019e8478286431150227783
123,Suriya Chaiyaporn,suriya.chaiyaporn123@example.com,0835848226,2023-07-16,Retail,2bfec2428b3cf645168f5f1d28cada8c
124,Niran Phanich,niran.phanich124@example.com,0839042654,2025-06-06,Retail,6fb793525ce22870a54e5a926293e7ac
125,Anan Noppawan,anan.noppawan125@example.com,0847983442,2021-02-15,Retail,74fee071a49aff9308a9292a80255e76
126,Nicha Wattanakul,nicha.wattanakul126@example.com,0850569669,2020-02-27,Retail,fb98b9d183cb4067abef3b8284a4e86c
127,Aran Sukhum,aran.sukhum127@example.com,0884270583,2023-04-11,Retail,bb11937aa884e60906c8b274b07da0f4
128,Somchai Chaiyaporn,somchai.chaiyaporn128@example.com,0811646234,2023-03-10,Retail,93e560a250e733f1ddfe5a8c468c994a
129,Nicha Wattanakul,nicha.wattanakul129@example.com,0816895666,2022-10-31,Retail,8dee9fa3350aace67e3370761f869dc1
130,Krit Manop,krit.manop130@example.com,0876001106,2020-10-30,Retail,39513b1c0f68086c03756426e17be903
131,Aran Wattanakul,aran.wattanakul131@example.com,0830024960,2023-05-29,VIP,9b1dbab42e8a6698b42443fa73a2021e
132,Krit Rung,krit.rung132@example.com,0865857931,2022-07-13,Retail,794d61da8fe470e9ff3ac392dac77662
133,Somchai Kittipong,somchai.kittipong133@example.com,0888990506,2024-10-22,Retail,762069cd003272b5252c316ed9df39a1
134,Aran Noppawan,aran.noppawan134@example.com,0823318904,2022-05-01,Retail,f740beeb796c090c19809055ee1bf81b
135,Krit Wattanakul,krit.wattanakul135@example.com,0842194159,2021-12-12,Retail,3ef9ac47556040dfd1e026d2d3ac4e4d
136,Aran Manop,aran.manop136@example.com,0870465583,2025-04-08,Retail,de48a10859445aa61ee8362ba820564f
137,Pim Kittipong,pim.kittipong137@example.com,0870939053,2020-10-18,SME,8f494522bcb50fa5f4a93c2b39fae735
138,Boon Phanich,boon.phanich138@example.com,0867061186,2021-04-15,Retail,1095693537d2fd3ead88aaa420b306c0
139,Niran Kittipong,niran.kittipong139@example.com,0829090631,2020-10-19,Retail,ebd6e08e1ed207c35a4f59dcca18204b
140,Pim Noppawan,pim.noppawan140@example.com,0886397676,2023-03-28,Retail,21a5877a2ed7509e3ef23bcede63844e
141,Pim Manop,pim.manop141@example.com,0846540265,2025-08-11,Retail,ed8c6db6f4a9007a60a0f3fc6490c949
142,Krit Noppawan,krit.noppawan142@example.com,0815350023,2024-11-04,Retail,0f61b2bb0f5819aa2ca99c7e2ac77b55
143,Aran Chaiyaporn,aran.chaiyaporn143@example.com,0840725714,2020-03-25,Retail,d15a261df600ea77e8fe227477f40d07
144,Niran Phan,niran.phan144@example.com,0879654147,2024-12-16,Retail,090e5432f31ef52f5c0bbc084c65d8b1
145,Boon Manop,boon.manop145@example.com,0895199362,2025-07-07,Retail,260ac3fd00fa1e76bbc698dbaaaf6eef
146,Maya Srisai,maya.srisai146@example.com,0853091709,2021-03-04,Retail,c423ee664915a1b839712b5cbce939c5
147,Somchai Kittipong,somchai.kittipong147@example.com,0898930456,2024-06-28,Retail,398f9cf5ac5fe73bef7f83311c02b252
148,Krit Srisai,krit.srisai148@example.com,0843876400,2023-08-17,VIP,153ca0d49682af38e44fcf3189a828c4
149,Maya Rung,maya.rung149@example.com,0810154493,2025-03-07,Retail,6b8e8edfd84cbeb114d046d05f7c5fc6
150,Anan Srisai,anan.srisai150@example.com,0893568503,2025-08-03,Retail,9db52673ef49f0a63f0e5e53aa7fdb82
151,Aran Phanich,aran.phanich151@example.com,0845843681,2021-06-20,Retail,4f440b50103ab71b75c1aa2beb10e412
152,Somchai Chaiyaporn,somchai.chaiyaporn152@example.com,0813874790,2022-09-07,Retail,d9d8973a8b56215447e9f23964e5cca3
153,Aran Rung,aran.rung153@example.com,0864759583,2021-01-16,VIP,4a86b8b5577f29dabe125e1765c5400a
154,Krit Phan,krit.phan154@example.com,0825766039,2021-09-22,SME,62af85907ac22ad68a7630180f93aade
155,Pim Rung,pim.rung155@example.com,0846698468,2024-08-28,VIP,4c07859cee6755c4f7e00d9d73662064
156,Suriya Phan,suriya.phan156@example.com,0883989546,2021-08-15,Retail,7863fc91527d5b71389a85c5d4559c6e
157,Boon Rung,boon.rung157@example.com,0828321839,2020-10-12,SME,bd7f27aacb5b6c9c4829dbe4784ce048
158,Maya Srisai,maya.srisai158@example.com,0878147397,2022-12-30,Retail,c2c011d3afaa237824901e13496c024a
159,Pim Noppawan,pim.noppawan159@example.com,0887835998,2025-06-28,Retail,5dabd3b84ea4dabd532f553ff2e6f848
160,Somchai Srisai,somchai.srisai160@example.com,0854619335,2024-03-25,SME,e862f97e89b79d4190386c23783e6e50
161,Suriya Phanich,suriya.phanich161@example.com,0886745380,2024-04-17,SME,7aac8231e8a3696a9586dd82a289619c
162,Maya Sukhum,maya.sukhum162@example.com,0852704903,2025-04-21,Retail,7ebfeb787f6c210d674b9898aa0af5e1
163,Niran Phan,niran.phan163@example.com,0814968688,2021-06-01,VIP,71b288d6c094806d2349b886cc6fe30b
164,Nicha Chaiyaporn,nicha.chaiyaporn164@example.com,0869096899,2021-02-12,SME,f876697e1edbe9166078c31b3273fa8c
165,Aran Wattanakul,aran.wattanakul165@example.com,0865026398,2021-09-24,Retail,7fb057fbfb656ac01e1c33a97dfee666
166,Pim Srisai,pim.srisai166@example.com,0893652460,2024-06-16,Retail,6d147847d09d484108535ea790d0b994
167,Nicha Rung,nicha.rung167@example.com,0861003997,2023-07-21,Retail,26a7071c111e95d1a483206c83ac7577
168,Somchai Rung,somchai.rung168@example.com,0814818295,2020-10-07,Retail,53a08b9879e447140eb79e0e9c1f6bbd
169,Pim Phanich,pim.phanich169@example.com,0822130508,2024-11-12,SME,a0e152bd9251a2749bb33ae525c45850
170,Krit Phan,krit.phan170@example.com,0832329103,2023-05-11,Retail,abcc4314421cf7c1548bec5cbb51b678
171,Aran Kittipong,aran.kittipong171@example.com,0858112135,2024-03-15,Retail,ecb06e2a3121953c1cc7b1d80c21d140
172,Anan Manop,anan.manop172@example.com,0885957578,2022-01-07,Retail,b5d2287f78e91ba67b1c04b41c820251
173,Boon Manop,boon.manop173@example.com,0893176117,2022-09-13,SME,f74f00b2af32515cb506aaf1a65b365b
174,Niran Phanich,niran.phanich174@example.com,0871894493,2022-11-06,Retail,9951f208e80e194afc520313fc87b397
175,Aran Phan,aran.phan175@example.com,0848605268,2021-10-09,Retail,9a848102385e10594442e1b8dcb5733e
176,Nicha Noppawan,nicha.noppawan176@example.com,0850151803,2024-10-03,Retail,01cb4a6b0e60ad20da8114cc4830ca9e
177,Pim Phanich,pim.phanich177@example.com,0861632653,2025-06-02,Retail,00631e2c5e481570ec66d75f1a0e6938
178,Boon Srisai,boon.srisai178@example.com,0887149951,2023-04-26,Retail,ad1e868b519e7a1744a47ed5f98df58e
179,Maya Kittipong,maya.kittipong179@example.com,0811086890,2020-07-19,Retail,8ec4c5b68c4b466aa1b29159821576c0
180,Pim Phanich,pim.phanich180@example.com,0891478884,2023-12-14,Retail,ecbf6368f74da9361bcf74da370028ca
181,Boon Kittipong,boon.kittipong181@example.com,0898473848,2021-07-14,Retail,13c21f8f39e18314f882df4b60bc7bf3
182,Aran Kittipong,aran.kittipong182@example.com,0869166287,2020-05-16,Retail,cbbb936e205da3d725ab23c7ce6f85da
183,Niran Chaiyaporn,niran.chaiyaporn183@example.com,0849609054,2023-08-31,Retail,2e78eca215c1b601c861d10a5e6cf7a1
184,Niran Rung,niran.rung184@example.com,0859104566,2025-08-17,SME,c7d5429f328b7bbe01b24478b897f171
185,Pim Phan,pim.phan185@example.com,0849613214,2023-10-19,Retail,2b9eded4f6c90e0269014369f46cf513
186,Krit Wattanakul,krit.wattanakul186@example.com,0840281491,2024-06-15,Retail,02e62cbf8b9afb6fe2c302873a6880c7
187,Maya Sukhum,maya.sukhum187@example.com,0845495029,2021-05-21,Retail,57d982ac80be29b01e7238faa009c310
188,Pim Noppawan,pim.noppawan188@example.com,0861140376,2024-03-01,Retail,57d14c7344e6e4460e67cf8c1d53076d
189,Somchai Sukhum,somchai.sukhum189@example.com,0893154172,2023-09-05,Retail,c926201be8764286c81f4088a46951ff
190,Krit Phan,krit.phan190@example.com,0850559278,2024-07-30,Retail,00a631d1499940968f0ec61fea025be5
191,Aran Kittipong,aran.kittipong191@example.com,0876118957,2021-04-20,Retail,cd189d9cb7f5e8a7be6f205f3c9be178
192,Anan Wattanakul,anan.wattanakul192@example.com,0862163160,2025-02-01,Retail,d9f862cce403469b29abe2338cba4c48
193,Anan Manop,anan.manop193@example.com,0888831486,2021-09-24,Retail,22bf5470196b9ed62479812d18dff9f1
194,Somchai Noppawan,somchai.noppawan194@example.com,0864776386,2023-02-19,Retail,62803e28ffc316004c9ce09cf7b9fe47
195,Suriya Phan,suriya.phan195@example.com,0869686067,2022-08-25,Retail,8234b76aaaa1132e1991d63fb1a5a946
196,Nicha Rung,nicha.rung196@example.com,0896547189,2024-01-09,Retail,0b0926a32c4afbe0bb9d338cc58893ef
197,Suriya Chaiyaporn,suriya.chaiyaporn197@example.com,0871031132,2021-01-10,Retail,1088a36163534a90f20fa9d32fbec5d0
198,Boon Sukhum,boon.sukhum198@example.com,0816788532,2023-09-28,VIP,9f912748e28728c48cc01e6e29527677
199,Boon Phanich,boon.phanich199@example.com,0819208698,2022-04-28,Retail,2f46ee2ab77949cfd0dcc31f8e9541a3
200,Suriya Srisai,suriya.srisai200@example.com,0829804386,2020-01-12,SME,9e6b0598ef8349100271c16404b9aea3
201,Niran Wattanakul,niran.wattanakul201@example.com,0882506491,2022-10-23,Retail,0af84faad5a90626311b163d3c3dfce5
202,Aran Wattanakul,aran.wattanakul202@example.com,0811994519,2024-01-07,Retail,096173dc6ae34ad8b5bae0d6b4ed9d01
203,Aran Wattanakul,aran.wattanakul203@example.com,0845617024,2020-08-02,Retail,3a4a2f225ead7b9dd73a977878ad34a4
204,Anan Chaiyaporn,anan.chaiyaporn204@example.com,0818530615,2025-05-04,SME,2e3c477254efd36b197d5bb8adf30b88
205,Anan Noppawan,anan.noppawan205@example.com,0824636981,2025-01-25,Retail,153cf87c434af2ef783e67e099729d0b
206,Boon Sukhum,boon.sukhum206@example.com,0898436473,2023-05-20,Retail,415e9d7e5b0409c0b785aba45f023e47
207,Aran Sukhum,aran.sukhum207@example.com,0874287863,2024-07-03,Retail,cbe9072453ef1dde9c28110951695aa6
208,Somchai Phan,somchai.phan208@example.com,0819863756,2020-11-26,Retail,31549d5e4f2fcae8420b19b5e2adbc28
209,Krit Wattanakul,krit.wattanakul209@example.com,0846912022,2023-08-24,VIP,fd5d3728ae14764ec27836448df40cc6
210,Anan Kittipong,anan.kittipong210@example.com,0870896652,2025-09-01,Retail,5c9e6297296dd9b7659f629f9481dac2
211,Krit Rung,krit.rung211@example.com,0838859907,2024-10-27,SME,bff79da6aae83f148ccc79f18876c0c7
212,Maya Srisai,maya.srisai212@example.com,0870867592,2024-06-21,Retail,0b19fb81df049a9bb168f1e799e0dc9c
213,Nicha Manop,nicha.manop213@example.com,0851946203,2022-11-10,VIP,d407ac29a621884317ede218ff427e55
214,Somchai Chaiyaporn,somchai.chaiyaporn214@example.com,0822243983,2020-12-15,Retail,5536730afc78079b736511071cd641eb
215,Nicha Wattanakul,nicha.wattanakul215@example.com,0884674816,2020-09-02,VIP,e221b9d8392db987581c8238a795eca4
216,Anan Srisai,anan.srisai216@example.com,0899927658,2021-05-15,Retail,32867cada77fe034289d9f3a33027e5a
217,Maya Sukhum,maya.sukhum217@example.com,0848604965,2023-07-03,Retail,3a06eea89d4118f53e51c82ba4d35c88
218,Anan Phanich,anan.phanich218@example.com,0830767532,2025-05-29,SME,6b42080fce75d7b2d2a1d7c713156a4d
219,Nicha Rung,nicha.rung219@example.com,0859333209,2021-04-15,Retail,c83bdcf37eea52407463f85b51bccf6f
220,Maya Rung,maya.rung220@example.com,0893446356,2020-04-17,SME,e137e99fb9babc9166c28ca048018f11
221,Pim Sukhum,pim.sukhum221@example.com,0834215035,2023-01-24,SME,4e7f5fe01ed3c7f8250a511102d31482
222,Nicha Sukhum,nicha.sukhum222@example.com,0834347841,2021-08-09,Retail,0744404c3ab668d253be00604f8b5d02
223,Krit Wattanakul,krit.wattanakul223@example.com,0894982908,2020-05-05,Retail,f70414038f48cc5f97770c9677b3c4b8
224,Suriya Manop,suriya.manop224@example.com,0866348963,2025-02-01,Retail,ec35c6e60a2ad604a191fe1303dea008
225,Pim Srisai,pim.srisai225@example.com,0886181117,2020-12-13,Retail,403c2546c11b90e61eff5f3cf7280ad8
